id,title,author,publisher,year,isbn,cover_image_url,annotation
33929,Юрий Поляков: Плотские повести,Поляков Юрий Михайлович,Росмэн,2003,5-353-01345-X,https://img3.labirint.ru/rc/4ff87081ccd7a268ccf7ddf72e40910e/220x340/books4/33929/cover.jpg?1280394613,"В сборник известного писателя Юрия Полякова включены новые повести ""Возвращение блудного мужа"" и ""Подземный художник"", а также знаменитое ""Небо падших"", выдержавшее с 1998 года более десятка переизданий и ставшее литературной основой для нашумевшего фильма ""Игра на вылет"". Читатель, как всегда, встретит в прозе Полякова захватывающие сюжеты, социальную остроту, психологическую достоверность, тонкий юмор и утонченную эротику."
33946,Надежда Жукова: Пропись 1. Для детей 6-7 лет,Жукова Надежда Сергеевна,Литур,2003,5-89648-109-8,https://img4.labirint.ru/rc/c726238fff63d83772528e076eef73b7/220x340/books4/33946/cover.jpg?1449719381,"Приложение к ""Букварю"" Н.С. Жуковой."
33956,Фридрих Незнанский: Штрафной удар,Незнанский Фридрих Евсеевич,АСТ,2003,5-17-020306-3,https://img4.labirint.ru/rc/4a80d66abc77b5ab3b44627fa9c0718c/220x340/books4/33956/cover.jpg,"Восходящая футбольная звезда Антон Комаров, выступающий за московский ""Буревестник"", хочет попробовать свои силы в более престижном чемпионате. Но разрыв контракта не входит в планы руководителей клуба. Ведь через год-другой трансферная стоимость Комарова значительно поднимется, и молодого футболиста можно будет продать с максимальной выгодой в европейский суперклуб. В разгар этих событий и перед самым ответственным матчем Лиги чемпионов Комаров исчезает. Найти его - задача частного сыщика Дениса Грязного и детективного агентства ""Глория""."
33957,Алисон Нортон: Отец по договору,Нортон Алисон,Панорама,2002,570241413-6,https://img3.labirint.ru/rc/11150e880da6678ecef83480051747ce/220x340/books4/33957/cover.jpg,
33962,Всеволод Иванов: Microsoft Office System 2003. Учебный курс,Иванов Всеволод Борисович,Питер,2004,5-94723-765-2,https://img4.labirint.ru/rc/045a55736040378d4ac93620cf2668bf/220x340/books4/33962/cover.jpg,
33964,Александр Поляк-Брагинский: Сеть под Microsoft Windows,Поляк-Брагинский Александр Владимирович,BHV,2012,5-94157-341-3,https://img4.labirint.ru/rc/9fbb8e931cfaa2380b50864eab0110d1/220x340/books4/33964/cover.jpg?1280394613,"Книга содержит подробное описание технологии организации, развертывания, модернизации и администрирования сетей небольшого размера на основе операционных систем семейства Windows, предназначенных для использования дома, в офисе, на небольшом предприятии. Приведены пошаговые инструкции для выполнения основных настроек оборудования. Обсуждаются особенности сетевой печати, сервисного информационного обеспечения сети, даются ответы на часто задаваемые вопросы. Большое количество иллюстраций, словарь основных терминов и справочные сведения облегчают освоение материала."
33969,Лиза Смит: Избранная,Смит Лиза Джейн,Оникс,2003,5-329-00824-7,https://img3.labirint.ru/rc/52a6fdd399e3d7986d90244275e65580/220x340/books4/33969/cover.jpg,"Ракель - охотница за вампирами. Безжалостная и беспощадная, лучшая среди всех. А Квин - вампир, один из самых опасных созданий Царства Ночи. Он безумно, притягательно красив. Он заманивает в ловушку молодых девушек и питается их кровью. И его нужно остановить. Но ракель, вопреки всему, влюбляется в него. Любовь и ненависть борются в ее сердце: Квин - убийца, однако Ракель не может жить без него..."
33978,"Рывкин, Рывкин: Математика. Справочное пособие для старшекласснико",Рывкин Анатолий Залманович,Оникс,2003,5-329-00906-5,https://img4.labirint.ru/rc/104f729ba18242a7008794701efc56d3/220x340/books4/33978/cover.jpg,
33984,"Раскраска ""Храбрый портняжка""",,Юнипресс,2003,985-474-293-8,https://img4.labirint.ru/rc/e9f8ea9d871e563f03967220c18ceb53/220x340/books4/33984/cover.jpg?1280394613,Издание для досуга.
33987,"Алексей Сергеев: Болезни, передающиеся половым путем: Краткая энциклопедия",Сергеев Алексей Сергеевич,Юнипресс,2003,985-474-277-6,https://img3.labirint.ru/rc/3dc68abf6034e6087cae1f317e1b12dd/220x340/books4/33987/cover.jpg?1449719388,"Книга поможет сориентироваться в большом многообразии течения и лечения болезней, передающихся преимущественно половым путем, и будет полезна широкому кругу читателей, понимающих, что эти болезни лучше предупреить, чем лечить."
33997,Василий Фролов: Питание по группам крови,Фролов Василий,Юнипресс,2003,985-474-278-4,https://img3.labirint.ru/rc/b8c3e242fe972293b19fcf486cbdd05e/220x340/books4/33997/cover.jpg?1449719395,"В издании отражены вопросы, касающиеся нового и пока мало известного направления в диектологии - питания в соответствии с группами крови человека. В нем указаны факторы, влияющие на усвоение той или иной пищи при наличии определенной группы крови. При этом описаны приемы, позволяющие с помощью рационального питания улучшить состояние, здоровья, достигнуть долголетия, избежать многих неприятностей в жизни. Книга предназначена для широкого круга читателей, уделяющих должное внимание своему здоровью."
33999,Эстер Верхув-Верхаллен: Собаки. Большая иллюстрированная энциклопедия,Верхув-Верхаллен Эстер,Лабиринт,2003,5-9287-0530-1,https://img3.labirint.ru/rc/25772668b94cda7d1268f3614832db6e/220x340/books4/33999/cover.jpg?1280394613,"Энциклопедия содержит подробное описание почти всех пород собак, известных в мире. Автор сопровождает каждую статью советами по дрессировке и обеспечению физической нагрузки. Издание иллюстрировано цветными фотографиями, изображающими взрослых собак и щенков в домашней и рабочей обстановке. Твердый переплет + суперобложка, бумага мелованная."
34007,Любимые песни/Евро-Пресс/мяг. мал.,,Славянский Дом Книги,2003,5-87197-089-X,https://img3.labirint.ru/rc/4944f01569e64a6dc7bd564d89f8236a/220x340/books4/34007/cover.jpg,
34008,Альбина Арсланова: Классические салаты (пружина),Арсланова Альбина Винировна,Урал ЛТД,2003,5-8029-0333-3,https://img4.labirint.ru/rc/796273e9244255a780dbfc6895f1eec0/220x340/books4/34008/cover.jpg?1449719399,"Оригинальный дизайн, прекрасное оформление, простота и доступность рецептов - основные достоинства книг серии ""Сам себе повар"". Задняя обложка раскладывается, и обычная книга превращается в книжку-домик на подставке. Диплом победителя конкурса ""Лучшие книги по кулинарии"" ""Гурман 2001"" в г. Перигё (Франция).Салаты (от французского salade - мешанина) - это холодные кушанья из измельченных овощей, со специями, иногда - с добавлением других продуктов. По ряду причин - полезность, быстрота приготовления, доступность - салаты и закуски вполне заслуживают быть самостоятельными блюдами наравне с первыми и вторыми, а уж на праздничном столе они обязательный атрибут. Эта книга полностью посвящена салатам, к радости любителей, - более сотни классических рецептов!"
34015,Корней Чуковский: Федорино горе,Чуковский Корней Иванович,Яблоко,2016,5-947070-18-9,https://img3.labirint.ru/rc/084ae683ada32ef0b9b1fd07906f1e95/220x340/books4/34015/cover.jpg?1563679508,Сказка любимого детского писателя К.И.Чуковского.Художник-иллюстратор: Алексей Котеночкин.Для дошкольного и младшего школьного возраста.
34025,Наталья Александрова: Убийство напрокат: Роман,Александрова Наталья Николаевна,Нева,2004,5-7654-3317-0,https://img3.labirint.ru/rc/5a2b5c7eedff43caa674cb93a7af20d9/220x340/books4/34025/cover.jpg?1449719400,"Пенсионер Илья Петрович и помыслить не мог, что он когда-нибудь окажется замешан в криминальную историю! Мирный воскресный пикник с шашлыком в обществе приятных людей - более мирную картину трудно себе представить. Но идиллия разрушена, когда на следующее утро очаровательную гостью находят убитой. И оказывается, что милую и обаятельную журналистку Ирину Горностаеву мог убить любой из друзей Ивана Петровича. Поводов для лютой ненависти у каждого хоть отбавляй: всплывает, что Ирочка была отъявленной стервой и насолила буквально всем. Поняв, какое осиное гнездо он разворошил, Илья Петрович обращается к Надежде Лебедевой, любительнице разгадывать криминальные истории. Если бы он только знал, что убийца идет за ним по пятам..."
34033,Александра Сашнева: Наркоза не будет: Роман,Сашнева Александра,Олма-Пресс,2003,5-94850-321-6,https://img3.labirint.ru/rc/a1c785add7cb304a2e625a4e18d70465/220x340/books4/34033/cover.jpg,"Чтобы подчинить объективную реальность собственной воле, необходимо знать, что она из себя представляет. Чтобы выжить на пути к этому знанию, следует помнить, что смерть всегда рядом, а жизнь - иллюзия, подобная узорам в калейдоскопе. Лишь погибнув и воскреснув вновь, можно стать истинным Воином, побеждающим на городских перекрестках и в снах, одинаково успешно сражающимся с материальным и бесплотным противником. Роман лауреата премии ""Бронзовый Роскон-2002"" Александры Сашневой не только великолепно написан, но и содержит действующие техники управления реальностью."
34043,Сэм Теплин: Мумии и пирамиды,Теплин Сэм ,Росмэн,2003,5-353-01334-4,https://img3.labirint.ru/rc/68a559c893c3b62d4b59cc4a9dc84efb/220x340/books4/34043/cover.jpg?1280394613,В этой книге рассказывается о двух необычайно загадочных явлениях Древнего Египта -мумиях и пирамидах. Увлекательный рассказ  в сочетании с множеством любопытных фактов сопровождают великолепные иллюстрации. Издание предназначено для детей младшего школьного возраста.
34052,Скотт Каннингэм: Викка для начинающих,Каннингем Скотт,Гранд-Фаир,2003,5-8183-0652-6,https://img4.labirint.ru/rc/2bb64ef633e9bddb4713715dc9fa21c7/220x340/books4/34052/cover.jpg?1449719407,"Викка - это разновидность магии, возникшая так давно, что многие ее знания утрачены. Сегодня маги стараются по крупицам собрать эти знания и показать всем желающим путь приобщения к викканскому духовному опыту, философии и образу жизни. Перед вами руководство по теории и практике древней магии Природы, магии заговоров и ритуалов, которые помогают исцелять тело и душу. Оно представляет неоязыческую ветвь викки и написано для тех, кто практикует ее в одиночестве, а также для всех, кто хотел бы приобщиться к ее тайнам самостоятельно."
34058,Елена Шубина: Инь и Ян: источники здоровья,Шубина Елена Викторовна,Весь,2004,5-9573-0067-5,https://img4.labirint.ru/rc/ab386473d05243208be54d89de526575/220x340/books4/34058/cover.jpg?1449719410,"Прочтя эту книгу, Вы не только подробнее узнаете о теории ""Инь-Ян"" в современном мире. Вы также найдете много необходимой, а главное применимой к Вашей жизни информации: узнаете об инь-янских методах современной медицины, об инь-янских диетах здорового питания, телесных практиках расслабления и еще о многом другом."
34066,В.Г. Скопичев: Женская грудь - от физиологии до эстетики,Скопичев В.Г.,Весь,2004,5-94435-363-8,https://img4.labirint.ru/rc/7cdaca4606c6b1343ce990271f55b778/220x340/books4/34066/cover.jpg,"В книге рассказывается о том, как функционирует молочная железа: какие процессы сопровождают менструальный цикл и менопаузу, какие изменения происходят в период беременности и кормления грудью."
34074,"Эдуард Успенский: Дядя Федор, пес и кот",Успенский Эдуард Николаевич,Самовар,2009,5-85066-040-2,https://img4.labirint.ru/rc/deecc4fc06ffd4521d2fb94d01d390c6/220x340/books4/34074/cover.jpg?1563679532,"Герои книги известны и горячо любимы не только всеми детьми, но и взрослыми. Кроме того, это прекрасная работа художника-мультипликатора Аркадия Соломоновича Шера. Для младшего школьного возраста."
34078,Галина Александрова: Как Кузька учил цыпленка летать,Александрова Галина Владимировна,Стрекоза,2008,5-94563-094-2,https://img4.labirint.ru/rc/8c35b93cd3a7201264e7e1887f58b63f/220x340/books4/34078/cover.jpg?1280394613,Сказочная повесть.Художник А. Шахгелдян.Для младшего школьного возраста.
34088,Стихи к праздникам,Соколов Г.,Стрекоза,2010,5-94563-647-9,https://img4.labirint.ru/rc/b83fa35b4d85bc6b2be30b44160cc96d/220x340/books4/34088/cover.jpg?1563679534,"Сборник стихов к праздникам авторов: В. Степанова, А. Тимофеевского, Э. Мошковской, О. Александровой, С. Маршака, И. Токмаковой, М. Пляцковского, Ф. Тютчева, А. Пушкина и др.Разделы: День рождения; Новый год; День защитника Отечества; День 8 марта; День Победы; Родина любимая; До свиданья, детский сад, здравствуй, школа!Составители: Е. Позина, М. Калугина."
34089,Буратино,,Стрекоза,2003,5-94563-640-1,https://img3.labirint.ru/rc/55d3fe09414679f2f19d86b18834009c/220x340/books4/34089/cover.jpg,"Книжечки серии ""Вырезаем,читаем, играем"" помогут вам развить у вашего ребенка речь, фантазию, выработать у него терпение и усидчивость, привить ему элементарные трудовые навыки и аккуратность. Дошкольник лучше подготовится к школе, школьник станет лучше учиться. Создатели этой серии полагают, что над ""оживлением"" сказочных персонажей вы будете трудиться вместе с юными волшебниками."
34091,Просто сказки,,Тимошка,2003,5-324-00253-4,https://img3.labirint.ru/rc/fcb3ae72a3af0d8ebb03a9a3216b265c/220x340/books4/34091/cover.jpg?1280394613,"Сказки и истории настоящей серии входят в сокровищницу мировой литературы. Богато иллюстрированные тексты адаптированы для детей младшего школьного возраста, они легко воспринимаются и пробуждают у ребенка интерес к чтению."
34094,Три поросенка,,Тимошка,2003,5-324-00232-1,https://img4.labirint.ru/rc/47ae1f459d539b694ec45c7a018c07c5/220x340/books4/34094/cover.jpg?1280394613,"Сказки и истории настоящей серии входят в сокровищницу мировой литературы. Богато иллюстрированные тексты адаптированы для детей младшего школьного возраста, они легко воспринимаются и пробуждают у ребенка интерес к чтению."
34108,Крошечка-Хаврошечка,Фадеева Т.,Стрекоза,2014,5-94563-236-8,https://img4.labirint.ru/rc/d3cf5d34e26335ad4d1a3ff9feb6056b/220x340/books4/34108/cover.jpg?1563679535,"Серия ""Библиотечка детского сада"" - это книги, которые рекомендованы родителям ""Программой воспитания и обучения в детском саду"" для чтения детям.Русская народная сказка в обработке А. Афанасьева."
34117,Путешествия Гулливера,,Тимошка,2003,5-324-00238-0,https://img3.labirint.ru/rc/e3b8af76f322ed89d3b87831963473be/220x340/books4/34117/cover.jpg?1280394613,"Сказки и истории настоящей серии входят в сокровищницу мировой литературы. Богато иллюстрированные тексты адаптированы для детей младшего школьного возраста, они легко воспринимаются и пробуждают у ребенка интерес к чтению."
34120,Мальчик с пальчик,,Тимошка,2003,5-324-00247-X,https://img4.labirint.ru/rc/29dc754327b27a498520a00008db1e0b/220x340/books4/34120/cover.jpg?1280394613,"Сказки и истории настоящей серии входят в сокровищницу мировой литературы. Богато иллюстрированные тексты адаптированы для детей младшего школьного возраста, они легко воспринимаются и пробуждают у ребенка интерес к чтению."
34129,"Алексей Толстой: Золотой ключик, или приключения Буратино",Толстой Алексей Николаевич,Стрекоза,2004,5-94563-650-9,https://img3.labirint.ru/rc/7a36c1c6e2060ac75032226df2148977/220x340/books4/34129/cover.jpg?1280394613,
34132,Николай Сладков: Разговоры животных,Сладков Николай Иванович,Стрекоза,2007,5-94563-330-5,https://img4.labirint.ru/rc/feac7d6676502fd1913125ad2bc338c9/220x340/books4/34132/cover.jpg?1563679540,"Рассказы и сказки для детей дошкольного и младшего школьного возраста.Разделы: ""Разговоры животных""; ""Бюро лесных услуг"".Художник С. Бордюг."
34141,"Заинька, попляши!/Книжка-раскладушка",,Стрекоза,2006,5-94563-635-5,https://img3.labirint.ru/rc/fab74dcac1445761a8bc8773636967c3/220x340/books4/34141/cover.jpg?1449719416,Для чтения взрослыми детям.
34144,Котик в лукошке: Русские народные потешки. Книжка-раскладушка,,Стрекоза,2006,5-94563-462-X,https://img4.labirint.ru/rc/a1607196be7b5f892d026b3cfc97ca6a/220x340/books4/34144/cover.jpg?1280394613,Книжка-раскладушка. Для чтения взрослыми детям.Художник Е. Подколзин.
34150,Елена Арсеньева: Имидж старой девы (мяг),Арсеньева Елена Арсеньевна,Эксмо-Пресс,2003,5-699-04373-X,https://img4.labirint.ru/rc/1c3d59854642aeca50bcd3a79eb1dbc4/220x340/books4/34150/cover.jpg,
34160,Агния Барто: Младший брат,Барто Агния Львовна,Стрекоза,2007,5-94563-298-8,https://img4.labirint.ru/rc/6da59f510fbbffbbd29ef2e88e52f746/220x340/books4/34160/cover.jpg?1280394613,Стихи.Для чтения взрослыми детям.
34163,Стивен Кинг: Библиотечная полиция,Кинг Стивен,АСТ,2003,5-17-00184-3,https://img3.labirint.ru/rc/4903ec2d843d3bc49d7782a95e70c5a4/220x340/books4/34163/cover.jpg,
34173,Александр Пушкин: Сказка о царе Салтане,Пушкин Александр Сергеевич,Самовар,2003,5-85066-249-9,https://img3.labirint.ru/rc/1d74fe84c9af4af3db13a4690c4f6c39/220x340/books4/34173/cover.jpg?1280394613,"Это первая из всех пушкинских сказок. Она была написана им в самый счастливый и безоблачный период его жизни, сразу после свадьбы с Натальей Николаевной Гончаровой, в Царском Селе, летом 1831 года. Для дошкольного возраста."
34177,Посмотри и раскрась (слоник),,Розовый слон,2013,5-8245-0147-5,https://img3.labirint.ru/rc/134f309345cde4beff5148d9156d92e2/220x340/books4/34177/cover.jpg?1280394613,Раскраска с цветным образцом.Художник О.Святкова.
34185,Наталья Дереклеева: Родительские собрания 5-11кл,Дереклеева Наталья Ивановна,Вако,2004,5-94665-105-6,https://img3.labirint.ru/rc/97127bdc1f1c85d6c36b6bb5bcb76757/220x340/books4/34185/cover.jpg,
34187,Нина Клименко: Чакры: новые возможности для жизни и здоровья,Клименко Нина,Невский проспект,2003,5-94371-438-3,https://img3.labirint.ru/rc/d977d374fedaba5f31e2d0b6f727d973/220x340/books4/34187/cover.jpg?1449719418,"Чем больше развит человек духовно, тем шире его взгляд на мир, тем свободнее и успешнее он преобразует тончайшие духовные энергии Космоса. Автор книги - одна из тех, кто испытал влияние космических законов на себе, сумел понять принцип их действия и научился основам нового мышления. Знание о том, как следует работать с чакрами, которыми она делится с читателями, позволяет не только достичь физического здоровья, душевного равновесия, но и развить у себя сверхспособности."
34196,Орфогр. словарь рус. яз. д/уч. 40тыс. слов,,Юнвес,2003,5-94666-004-0,https://img4.labirint.ru/rc/5ef9bfc312078ed88c8983e0b6633af6/220x340/books4/34196/cover.jpg,
34203,Новогодний подарок,,Оникс,2007,5-329-00931-6,https://img3.labirint.ru/rc/bd84e16b2909b9f9af238d4a5a6d4de3/220x340/books4/34203/cover.jpg?1280394613,"В этой книжке все про Новый год и Рождество - стихи, загадки, народные приметы, колядки, и даже справочный календарик новогодних праздников."
34245,Галина Максимюк: Лечение луком и чесноком,Максимюк Галина,Литера,2003,5-94455-162-3,https://img3.labirint.ru/rc/9b3e672add44a6cbae9b119d45681736/220x340/books4/34245/cover.jpg?1449719448,"В книге собраны проверенные народным опытом рецепты, которые помогут не только укрепить иммунитет и сохранить здоровье, но и излечиться от многих распространенных заболеваний с помощью лука и чеснока. Также в книге содержатся сведения о правильной заготовке лекарственного сырья и другие полезные советы по использованию лука и чеснока в лечебных и иных целях."
34253,Элизабет Хардвик: Тайники души: Роман,Хардвик Элизабет ,Панорама,2003,570241679-1,https://img3.labirint.ru/rc/075038a4bf5cc5e2fff5eada7ba39598/220x340/books4/34253/cover.jpg,"Робин Уайт и Робин Пауэр - одна и та же женщина. Люк Харрингтон и Люк Бланшан - один и тот же мужчина. И в глубине души обоих таится память о трагедии, которая не дает им радоваться жизни и вынуждает прятаться за другой фамилией. И лишь случайная встреча в безлюдной глуши Нормандии позволяет им понять, что от беспросветного отчаяния до светлой веры в счастливое будущее один лишь шаг. Надо только суметь сделать его..."
34260,Джанни Родари: Приключения Чиполлино,Родари Джанни,Оникс,2002,5-17-007413-1,https://img4.labirint.ru/rc/05b5b083d7f08bc0f96ca28e9ac5a89c/220x340/books4/34260/cover.jpg,"В этой книге серии ""Золотая библиотека"" вы прочитаете о веселых и занятных приключениях мальчика-луковки Чиполлино и его друзей.Для младшего и среднего возраста."
34268,Наша хозяюшка,,Капля,2002,5-89654-015-9,https://img4.labirint.ru/rc/400ecdee93c3f32edb17f03f75640d99/220x340/books4/34268/cover.jpg?1280394613,Книжка-панорамка. Русская народная потешка. Для дошкольного возраста.
34277,Несмеяна-царевна,,Оникс,2000,5-329-00034-3,https://img3.labirint.ru/rc/e773dc2b5adcbfa8765a01b23ccf3ca5/220x340/books4/34277/cover.jpg,
34294,Азбука открытий от 1 года до 3-х лет,,Оникс,2003,5-329-00876-X,https://img4.labirint.ru/rc/400171a97a7b762086bcc57639924b77/220x340/books4/34294/cover.jpg?1280394613,"Книга ""Азбука открытий"" состоит из четырех разделов: ""Формы"", ""Цвет"", ""Счет"", ""Буквы"".Выполняя простые задания, ваш малыш научится различать цвет и форму предметов, запомнит буквы и названия геометрических фигур, приобретет первые навыки счета и чтения. Знакомство с новыми словами и понятиями обогатит речь ребенка и расширит его кругозор."
34307,Утенок играет в прятки. Книжки-пищалки,,Лабиринт,2005,5-9287-0492-5,https://img3.labirint.ru/rc/d9fd98d045c360b743cad69fd730b1af/220x340/books4/34307/cover.jpg?1280394613,"Утята тоже любят играть в прятки - убедитесь в этом, почитав вместе в ребенком книжку со стихами и посмотрев картинки. А заодно и послушайте, как пищит главный персонаж - нажмите на желтого утенка в центре книжки.Возраст: 1,5 - 3 года. Книга со вставкой - резиновой игрушкой-пищалкой."
34317,"Хазин, Кобяков: Закат империи доллара и конец ""Pax Americana""",Хазин Михаил Леонидович,Вече,2003,5-9533-0143-X,https://img3.labirint.ru/rc/e2df2364e6e1e81927e05a649726f962/220x340/books4/34317/cover.jpg?1280394613,"Впервые с XVI века человечество столкнулось с ситуацией, когда невозможно удержать устойчивость единой меры стоимости - тогда золота, а сейчас доллара. Как США манипулируют долларом и обирают мир? Что крепче - доллар или евро? Ожидает ли нас в ближайшем будущем мировой кризис? Что будет с рублем? Как спасти свои сбережения? Как прогнозировать свой бизнес? - вот лишь немногие животрепещущие вопросы, на которые авторы дают свои ответы.В итоге авторы пришли к выводу, что единственный шанс для России - быстро и активно развивать свою экономику и поставить в руководство финансово-экономическим блоком государства людей, которые будут руководствоваться интересами страны, а не исключительно личными корыстными проблемами, или, тем более, следовать инструкциям из-за океана. И это последний шанс не только страны, но и ее бизнеса."
34327,Том и Джерри. Наклей и раскрась-5,,Эгмонт,2003,5-9539-0055-4,https://img3.labirint.ru/rc/93d781f534548e9b27db23c11309b176/220x340/books4/34327/cover.jpg,
34333,Людмила Милевская: Моя свекровь - мымра!,Милевская Людмила,Эксмо-Пресс,2004,5-699-04738-7,https://img3.labirint.ru/rc/3be7afb108b86e9e6313ab99408d6e77/220x340/books4/34333/cover.jpg,
34337,Федерико Тадья: 100 чародейских способов завести друзей,Тадья Федерико,Эгмонт,2008,5-9539-0087-2,https://img3.labirint.ru/rc/ef803c0840653f133065c9848bb51c89/220x340/books4/34337/cover.jpg?1563679549,Для детей среднего школьного возраста.
34342,Юлия Друнина: Стихотворения/Друнина,Друнина Юлия Владимировна,Эксмо,2003,5-699-01722-4,https://img4.labirint.ru/rc/4113965e0da75886f8e3a50bfca8a0b7/220x340/books4/34342/cover.jpg,
34346,Дмитрий Янковский: Властелин вероятности,Янковский Дмитрий Валентинович,Эксмо-Пресс,2003,5-699-04345-4,https://img4.labirint.ru/rc/6d7f2e9338c40f4f3f2d2047e36a4ecc/220x340/books4/34346/cover.jpg,
34349,Хелен Филдинг: Причина успеха,Филдинг Хелен,Амфора,2003,5-94278-463-9,https://img3.labirint.ru/rc/3ae24141cde4fec29219594306838d14/220x340/books4/34349/cover.jpg?1563679550,"Роман Х. Филдинг касается двух самых популярных в западном обществе тем - культа знаменитостей и нищеты стран третьего мира. Автору блестяще удается показать контраст между сливками лондонского общества и голодающей африканской провинцией, сочетая в своем повествовании тонкий юмор и глубочайшую серьезность."
34355,Ошо Багван Шри Раджниш: Таро трансформации/карты,Ошо Багван Шри Раджниш,София,2003,966-7319-68-7,https://img3.labirint.ru/rc/a4e80b252ae470c26f2d3535194fbbe2/220x340/books4/34355/cover.jpg,
34360,Ошо Багван Шри Раджниш: Мастер,Ошо Багван Шри Раджниш,София,2007,5-9550-0038-0,https://img4.labirint.ru/rc/9888c45b42e83df3cf32a595436bc4d2/220x340/books4/34360/cover.jpg?1449719464,"Данная книга - настоящее чудо. Интересуетесь вы дзэном или нет - не имеет никакого значения. Прочтите эту книгу. Впитайте ее. Это какое - то таинство... поэзия слов, глубина переданного ими понимания; восторг открытия древней, но живущей среди нас красоты дзэна; могущество приглашения... Однако каким - то образом происходит нечто еще большее. Как говорит Бхагван об одном из древних Мастеров: Таков подлинный мастер, приводящий глубочайшую, чистую безмятежность вашего существа всозвучие с блаженством существования. Не в начале бывает Слово. Слово приходит тогда, когда вы готовы его принять."
34367,Энжелес Эрриен: Путь четырех дорог,Эрриен Энжелес,София,2003,5-9550-0098-4,https://img3.labirint.ru/rc/54413dfc21616a6638117ebc7b6ec025/220x340/books4/34367/cover.jpg?1449719468,"Мы с удовольствием представляем русскоязычному читателю книгу Энжелес Эрриен, одной из известных исследователей шаманизма. В этой книге речь идет о Четырех Архетипах, частицы которых несет в себе каждый из нас, - о Воине, Целителе, Видящем и Учителе.Здесь вы найдете изложение древних шаманских и тайных мистических практик, упражнения и медитации, связанные с четырьмя направлениями Магического колеса - Севером, Югом, Востоком и Западом.Книга отличается одновременно и серьезностью научного подхода, и простотой изложения и предназначена для широкого круга читателей."
34379,Ольга Березина: Гадание и толкование снов,Березина Ольга,Питер,2004,5-94723-747-4,https://img3.labirint.ru/rc/e88104032cb8a5014489cec17f4e53d8/220x340/books4/34379/cover.jpg,
34380,Виктор Яковлев: Живые деньги,Яковлев Виктор,Питер,2004,5-94723-666-4,https://img4.labirint.ru/rc/6581e1f19f2048e73fd417a0aa0f9444/220x340/books4/34380/cover.jpg,
34417,Джозеф Уомбо: По следу крови,Уомбо Джозеф ,Торнтон и Сагден,2000,5-93923-006-7,https://img3.labirint.ru/rc/3cdcca8fd3c7f02dd8736bc0e96105fe/220x340/books4/34417/cover.jpg?1449719482,"Практический опыт автора, долгие годы работавшего в криминальной полиции, нисколько не отягощает повествование, а удачное соотношение документального материала и выразительных художественных описаний делает произведение интересным широкому кругу читателей."
34425,Роберт Харрис: Enigma,Харрис Роберт,Торнтон и Сагден,2001,5-93923-010-5,https://img3.labirint.ru/rc/e780ab06d6f3e041d5dadf4f62fc1a3b/220x340/books4/34425/cover.jpg?1449719487,"Внезапность и успешность военных операций вермахта обеспечивает ""Энигма"" - сложнейшее шифровальное устройство, достижение изобретательного немецкого ума. Победить ""Энигму"" - значит уберечь от гибели конвои союзников в Атлантике и помешать Германии сорвать открытие Второго фронта. Но может ли группа криптологов противостоять машине, способной ежедневно выдавать миллионы все новых комбинаций шифров?"
34435,Джон Бэнвилл: Неприкасаемый,Бэнвилл Джон,Торнтон и Сагден,2003,5-93923-028-8,https://img3.labirint.ru/rc/d8dd9a2448974e0b67f320e21d95f7af/220x340/books4/34435/cover.jpg?1449719494,"Легендарная кембриджская пятерка - люди, всю свою жизнь отдавшие служению советской системе, в одночасье рассыпавшейся в прах. Джон Бэнвилл, один из самых ярких представителей англо-ирландской литературы,не берется взвешивать ""шпионские подвиги"" участников ""пятерки"" на чаше исторических весов. Он рассказывает о жизни Виктора Маскелла - полувымышленного персонажа - во всей ее парадоксальной противоречивости."
34436,Джеймс Баллард: Империя солнца,Баллард Джеймс Г.,Торнтон и Сагден,2003,5-93923-026-1,https://img4.labirint.ru/rc/4fb2da63ba917f5edbe2b32aad888c6d/220x340/books4/34436/cover.jpg?1449719495,"Баллард, написавший несколько книг и известный всему миру как фантаст, прежде всего знаменит автобиографическим романом ""Империя солнца"" о нескольких годах своей мальчишечьей жизни в концентрационном лагере в Китае в период японской оккупации в годы Второй мировой войны. Эта правдивая и жестокая история о выживании в условиях голода, смертей и жестокости людей по отношению друг к другу."
34441,Виталий Губарев: Королевство кривых зеркал,Губарев Виталий Георгиевич,Искатель,2003,5-93833-070-X,https://img3.labirint.ru/rc/29583d3671839a7b7971d95afa0c133d/220x340/books4/34441/cover.jpg?1280394613,
34450,Александр Волков: Семь подземных королей,Волков Александр Мелентьевич,Искатель,2003,5-94743-101-7,https://img4.labirint.ru/rc/ea58f9e728b1f0e469721a78a8e81310/220x340/books4/34450/cover.jpg?1280394613,Для среднего школьного возраста. Художник А. Шахгелдян.
34459,"Эдуард Успенский: А может быть, ворона.../Искатель",Успенский Эдуард Николаевич,Искатель,2003,5-94743-189-0,https://img3.labirint.ru/rc/60d1238edf73e1f8a77374e21e45fd94/220x340/books4/34459/cover.jpg?1280394613,
